1001,1011,1,4
1001,1021,1,4
1001,1031,1,4
1001,1041,2,8
1001,1051,2,8
1001,1091,1,4
1001,1101,2,6
1001,1102,2,2
1001,1111,2,2
1001,1112,2,6
1001,1121,2,8
1001,1131,3,10
1001,1132,3,6
1001,1141,3,6
1001,1142,3,10
1001,1181,1,4
1001,1191,2,4
1001,1192,2,2
1001,1193,2,2
1001,1194,2,6
1001,1195,2,6
1001,1196,2,6
1001,1201,2,2
1001,1202,2,6
1001,1211,2,8
1001,1221,3,8
1001,1222,3,6
1001,1223,3,6
1001,1224,3,10
1001,1225,3,10
1001,1226,3,10
1001,1231,3,6
1001,1232,3,10
1001,1271,1,4
1001,1281,2,8
1001,1291,2,8
1001,1301,2,8
1001,1311,3,12
1001,1321,3,12
1001,1361,2,8
1001,1371,3,10
1001,1372,3,6
1001,1381,3,6
1001,1382,3,10
1001,1391,3,12
1001,1401,4,14
1001,1402,4,10
1001,1411,4,10
1001,1412,4,14
1001,1451,2,8
1001,1461,3,6
1001,1462,3,10
1001,1471,3,6
1001,1472,3,10
1001,1481,3,12
1001,1491,4,10
1001,1492,4,14
1001,1501,4,10
1001,1502,4,14
1001,2001,1,16
1001,2011,2,20
1001,2021,2,20
1001,2061,2,12
1001,2071,3,16
1001,2081,3,16
1001,2091,2,20
1001,2101,3,22
1001,2102,3,18
1001,2111,3,18
1001,2112,3,22
1001,2151,3,16
1001,2161,4,18
1001,2162,4,14
1001,2171,4,14
1001,2172,4,18
1001,2181,2,20
1001,2191,3,20
1001,2192,3,18
1001,2193,3,18
1001,2194,3,22
1001,2195,3,22
1001,2196,3,22
1001,2201,3,18
1001,2202,3,22
1001,2241,3,16
1001,2251,4,16
1001,2252,4,14
1001,2253,4,14
1001,2254,4,18
1001,2255,4,18
1001,2256,4,18
1001,2261,4,14
1001,2262,4,18
1001,2271,2,20
1001,2281,3,24
1001,2291,3,24
1001,2331,3,16
1001,2341,4,20
1001,2351,4,20
1001,2361,3,24
1001,2371,4,26
1001,2372,4,22
1001,2381,4,22
1001,2382,4,26
1001,2421,4,20
1001,2431,5,22
1001,2432,5,18
1001,2441,5,18
1001,2442,5,22
1001,2451,3,24
1001,2461,4,22
1001,2462,4,26
1001,2471,4,22
1001,2472,4,26
1001,2511,4,20
1001,2521,5,18
1001,2522,5,22
1001,2531,5,18
1001,2532,5,22
1001,3001,1,16
1001,3011,2,20
1001,3021,2,20
1001,3061,2,20
1001,3071,3,24
1001,3081,3,24
1001,3091,2,20
1001,3101,3,22
1001,3102,3,18
1001,3103,3,18
1001,3104,3,20
1001,3105,3,22
1001,3106,3,22
1001,3111,3,18
1001,3112,3,22
1001,3151,3,24
1001,3161,4,26
1001,3162,4,22
1001,3163,4,22
1001,3164,4,24
1001,3165,4,26
1001,3166,4,26
1001,3171,4,22
1001,3172,4,26
1001,3181,2,20
1001,3191,3,18
1001,3192,3,22
1001,3201,3,18
1001,3202,3,22
1001,3241,3,24
1001,3251,4,22
1001,3252,4,26
1001,3261,4,22
1001,3262,4,26
1001,3271,2,12
1001,3281,3,16
1001,3291,3,16
1001,3331,3,16
1001,3341,4,20
1001,3351,4,20
1001,3361,3,16
1001,3371,4,18
1001,3372,4,14
1001,3381,4,14
1001,3382,4,18
1001,3421,4,20
1001,3431,5,22
1001,3432,5,18
1001,3441,5,18
1001,3442,5,22
1001,3451,3,16
1001,3461,4,14
1001,3462,4,18
1001,3471,4,14
1001,3472,4,16
1001,3473,4,14
1001,3474,4,18
1001,3475,4,18
1001,3476,4,18
1001,3511,4,20
1001,3521,5,18
1001,3522,5,22
1001,3531,5,18
1001,3532,5,20
1001,3533,5,18
1001,3534,5,22
1001,3535,5,22
1001,3536,5,22
1001,4001,2,32
1001,4011,3,36
1001,4021,3,36
1001,4031,3,28
1001,4041,4,32
1001,4051,4,32
1001,4091,3,36
1001,4101,4,38
1001,4102,4,34
1001,4103,4,34
1001,4104,4,36
1001,4105,4,38
1001,4106,4,38
1001,4111,4,34
