net1,net2,top,dyn
1221,3331,1.7320508075688772,4.898979485566356
1221,3351,1.4142135623730951,5.291502622129181
1221,3361,1.7320508075688772,4.898979485566356
1221,3381,1.4142135623730951,4.69041575982343
1221,3382,1.4142135623730951,5.0990195135927845
1221,3371,1.4142135623730951,4.69041575982343
1221,3372,1.4142135623730951,4.69041575982343
1221,3521,1.0,4.69041575982343
1221,3522,1.0,5.0990195135927845
1221,3531,1.0,5.0990195135927845
1221,3532,1.0,5.291502622129181
1221,3533,1.0,5.0990195135927845
1221,3534,1.0,5.0990195135927845
1221,3535,1.0,5.0990195135927845
1221,3536,1.0,5.477225575051661
1221,3511,1.4142135623730951,4.898979485566356
1221,3151,1.0,5.656854249492381
1221,3161,0.0,5.477225575051661
1221,3162,0.0,5.477225575051661
1221,3163,0.0,5.477225575051661
1221,3164,0.0,5.656854249492381
1221,3165,0.0,5.830951894845301
1221,3166,0.0,5.477225575051661
1221,3181,1.4142135623730951,4.898979485566356
1221,3191,1.0,4.69041575982343
1221,3192,1.0,5.0990195135927845
1221,3111,1.0,5.0990195135927845
1221,3112,1.0,5.477225575051661
1221,3171,0.0,5.477225575051661
1221,3172,0.0,5.830951894845301
1221,3101,1.0,5.0990195135927845
1221,3102,1.0,5.0990195135927845
1221,3103,1.0,5.0990195135927845
1221,3104,1.0,5.291502622129181
1221,3105,1.0,5.477225575051661
1221,3106,1.0,5.0990195135927845
1221,3021,1.4142135623730951,5.291502622129181
1221,3061,1.4142135623730951,5.291502622129181
1221,3081,1.0,5.656854249492381
1221,3091,1.4142135623730951,5.291502622129181
1221,3011,1.4142135623730951,4.898979485566356
1221,3071,1.0,5.291502622129181
1221,3001,1.7320508075688772,4.898979485566356
1221,4221,0.0,5.0990195135927845
1221,4222,0.0,5.477225575051661
1221,4231,0.0,5.477225575051661
1221,4232,0.0,5.477225575051661
1221,4281,1.7320508075688772,5.291502622129181
1221,4291,1.7320508075688772,5.656854249492381
1221,4211,1.0,5.291502622129181
1221,4271,2.0,5.291502622129181
1221,4201,1.0,5.830951894845301
1221,4202,1.0,5.830951894845301
1221,4451,1.7320508075688772,5.291502622129181
1221,4461,1.4142135623730951,5.0990195135927845
1221,4462,1.4142135623730951,5.477225575051661
1221,4481,1.4142135623730951,4.898979485566356
1221,4491,1.0,4.69041575982343
1221,4492,1.0,5.0990195135927845
1221,4411,1.0,5.0990195135927845
1221,4412,1.0,5.477225575051661
1221,4471,1.4142135623730951,5.477225575051661
1221,4472,1.4142135623730951,5.656854249492381
1221,4473,1.4142135623730951,5.477225575051661
1221,4474,1.4142135623730951,5.477225575051661
1221,4475,1.4142135623730951,5.477225575051661
1221,4476,1.4142135623730951,5.830951894845301
1221,4401,1.0,5.0990195135927845
1221,4402,1.0,5.0990195135927845
1221,4321,1.4142135623730951,5.291502622129181
1221,4361,1.7320508075688772,5.656854249492381
1221,4381,1.4142135623730951,5.477225575051661
1221,4382,1.4142135623730951,5.830951894845301
1221,4391,1.4142135623730951,5.291502622129181
1221,4311,1.4142135623730951,4.898979485566356
1221,4371,1.4142135623730951,5.477225575051661
1221,4372,1.4142135623730951,5.477225575051661
1221,4301,1.7320508075688772,4.898979485566356
1221,4501,1.0,5.0990195135927845
1221,4502,1.0,5.291502622129181
1221,4503,1.0,5.0990195135927845
1221,4504,1.0,5.0990195135927845
1221,4505,1.0,5.0990195135927845
1221,4506,1.0,5.477225575051661
1221,4121,1.0,5.656854249492381
1221,4141,0.0,5.477225575051661
1221,4142,0.0,5.830951894845301
1221,4131,0.0,5.477225575051661
1221,4132,0.0,5.477225575051661
1221,4133,0.0,5.477225575051661
1221,4134,0.0,5.656854249492381
1221,4135,0.0,5.830951894845301
1221,4136,0.0,5.477225575051661
1221,4181,1.4142135623730951,5.656854249492381
1221,4191,1.0,5.477225575051661
1221,4192,1.0,5.830951894845301
1221,4111,1.0,5.830951894845301
1221,4112,1.0,6.164414002968976
1221,4101,1.0,5.830951894845301
1221,4102,1.0,5.830951894845301
1221,4103,1.0,5.830951894845301
1221,4104,1.0,6.0
1221,4105,1.0,6.164414002968976
1221,4106,1.0,5.830951894845301
1221,4021,1.4142135623730951,6.0
1221,4041,1.0,5.291502622129181
1221,4031,1.4142135623730951,5.291502622129181
1221,4051,1.0,5.656854249492381
1221,4091,1.4142135623730951,6.0
1221,4011,1.4142135623730951,5.656854249492381
1221,4001,1.7320508075688772,5.656854249492381
1222,1221,0.0,1.4142135623730951
1222,1222,0.0,0.0
1222,1223,0.0,2.0
1222,1224,0.0,2.0
1222,1225,0.0,2.0
1222,1226,0.0,2.0
1222,1231,0.0,2.0
1222,1232,0.0,2.0
1222,1281,1.7320508075688772,3.1622776601683795
1222,1291,1.7320508075688772,3.7416573867739413
1222,1211,1.0,1.4142135623730951
1222,1271,2.0,3.1622776601683795
1222,1201,1.0,2.8284271247461903
1222,1202,1.0,2.8284271247461903
1222,1451,1.7320508075688772,3.1622776601683795
1222,1461,1.4142135623730951,2.8284271247461903
1222,1462,1.4142135623730951,3.4641016151377544
1222,1481,1.4142135623730951,2.449489742783178
1222,1491,1.0,2.0
1222,1492,1.0,2.8284271247461903
1222,1411,1.0,2.8284271247461903
1222,1412,1.0,3.4641016151377544
1222,1471,1.4142135623730951,3.4641016151377544
1222,1472,1.4142135623730951,3.4641016151377544
1222,1401,1.0,2.8284271247461903
1222,1402,1.0,2.8284271247461903
1222,1321,1.4142135623730951,3.1622776601683795
1222,1361,1.7320508075688772,3.7416573867739413
1222,1381,1.4142135623730951,3.4641016151377544
1222,1382,1.4142135623730951,4.0
1222,1391,1.4142135623730951,3.1622776601683795
1222,1311,1.4142135623730951,2.449489742783178
1222,1371,1.4142135623730951,3.4641016151377544
1222,1372,1.4142135623730951,3.4641016151377544
1222,1301,1.7320508075688772,2.449489742783178
1222,1501,1.0,2.8284271247461903
1222,1502,1.0,2.8284271247461903
1222,1121,1.0,2.449489742783178
1222,1141,0.0,2.0
1222,1142,0.0,2.8284271247461903
1222,1131,0.0,2.0
1222,1132,0.0,2.0
1222,1181,1.4142135623730951,2.449489742783178
1222,1191,1.0,2.449489742783178
1222,1192,1.0,2.0
1222,1193,1.0,2.8284271247461903
1222,1194,1.0,2.8284271247461903
1222,1195,1.0,2.8284271247461903
1222,1196,1.0,2.8284271247461903
1222,1111,1.0,2.8284271247461903
1222,1112,1.0,3.4641016151377544
1222,1101,1.0,2.8284271247461903
1222,1102,1.0,2.8284271247461903
1222,1021,1.4142135623730951,3.1622776601683795
1222,1041,1.0,1.4142135623730951
1222,1031,1.4142135623730951,1.4142135623730951
1222,1051,1.0,2.449489742783178
1222,1091,1.4142135623730951,3.1622776601683795
1222,1011,1.4142135623730951,2.449489742783178
1222,1001,1.7320508075688772,2.449489742783178
1222,2241,1.0,4.242640687119285
1222,2251,0.0,4.242640687119285
1222,2252,0.0,4.0
1222,2253,0.0,4.47213595499958
1222,2254,0.0,4.47213595499958
1222,2255,0.0,4.47213595499958
1222,2256,0.0,4.47213595499958
1222,2261,0.0,4.47213595499958
1222,2262,0.0,4.47213595499958
1222,2281,1.7320508075688772,4.242640687119285
1222,2291,1.7320508075688772,4.69041575982343
1222,2271,2.0,4.242640687119285
1222,2201,1.0,4.0
1222,2202,1.0,4.0
1222,2421,1.4142135623730951,5.0990195135927845
1222,2441,1.0,4.898979485566356
1222,2442,1.0,5.291502622129181
1222,2431,1.0,4.898979485566356
1222,2432,1.0,4.898979485566356
1222,2451,1.7320508075688772,4.242640687119285
1222,2461,1.4142135623730951,4.0
1222,2462,1.4142135623730951,4.47213595499958
1222,2471,1.4142135623730951,4.47213595499958
1222,2472,1.4142135623730951,4.47213595499958
1222,2341,1.4142135623730951,4.69041575982343
1222,2331,1.7320508075688772,4.69041575982343
1222,2351,1.4142135623730951,5.0990195135927845
1222,2361,1.7320508075688772,4.69041575982343
1222,2381,1.4142135623730951,4.47213595499958
1222,2382,1.4142135623730951,4.898979485566356
1222,2371,1.4142135623730951,4.47213595499958
1222,2372,1.4142135623730951,4.47213595499958
1222,2521,1.0,4.47213595499958
1222,2522,1.0,4.898979485566356
1222,2531,1.0,4.898979485566356
1222,2532,1.0,4.898979485566356
1222,2511,1.4142135623730951,4.69041575982343
1222,2151,1.0,4.69041575982343
1222,2161,0.0,4.47213595499958
1222,2162,0.0,4.47213595499958
1222,2181,1.4142135623730951,3.7416573867739413
1222,2191,1.0,3.7416573867739413
1222,2192,1.0,3.4641016151377544
1222,2193,1.0,4.0
1222,2194,1.0,4.0
1222,2195,1.0,4.0
1222,2196,1.0,4.0
1222,2111,1.0,4.0
1222,2112,1.0,4.47213595499958
1222,2171,0.0,4.47213595499958
1222,2172,0.0,4.898979485566356
1222,2101,1.0,4.0
1222,2102,1.0,4.0
1222,2021,1.4142135623730951,4.242640687119285
1222,2061,1.4142135623730951,4.242640687119285
1222,2081,1.0,4.69041575982343
1222,2091,1.4142135623730951,4.242640687119285
1222,2011,1.4142135623730951,3.7416573867739413
1222,2071,1.0,4.242640687119285
1222,2001,1.7320508075688772,3.7416573867739413
1222,3241,1.0,5.0990195135927845
1222,3251,0.0,4.898979485566356
1222,3252,0.0,5.291502622129181
1222,3261,0.0,5.291502622129181
1222,3262,0.0,5.291502622129181
1222,3281,1.7320508075688772,4.242640687119285
1222,3291,1.7320508075688772,4.69041575982343
1222,3271,2.0,4.242640687119285
1222,3201,1.0,4.898979485566356
1222,3202,1.0,4.898979485566356
1222,3421,1.4142135623730951,5.0990195135927845
1222,3441,1.0,4.898979485566356
1222,3442,1.0,5.291502622129181
1222,3431,1.0,4.898979485566356
1222,3432,1.0,4.898979485566356
1222,3451,1.7320508075688772,4.242640687119285
1222,3461,1.4142135623730951,4.0
1222,3462,1.4142135623730951,4.47213595499958
1222,3471,1.4142135623730951,4.47213595499958
1222,3472,1.4142135623730951,4.69041575982343
1222,3473,1.4142135623730951,4.47213595499958
1222,3474,1.4142135623730951,4.47213595499958
1222,3475,1.4142135623730951,4.47213595499958
1222,3476,1.4142135623730951,4.898979485566356
1222,3341,1.4142135623730951,4.69041575982343
1222,3331,1.7320508075688772,4.69041575982343
1222,3351,1.4142135623730951,5.0990195135927845
1222,3361,1.7320508075688772,4.69041575982343
1222,3381,1.4142135623730951,4.47213595499958
1222,3382,1.4142135623730951,4.898979485566356
1222,3371,1.4142135623730951,4.47213595499958
1222,3372,1.4142135623730951,4.47213595499958
1222,3521,1.0,4.47213595499958
1222,3522,1.0,4.898979485566356
1222,3531,1.0,4.898979485566356
1222,3532,1.0,5.0990195135927845
1222,3533,1.0,4.898979485566356
1222,3534,1.0,4.898979485566356
1222,3535,1.0,4.898979485566356
1222,3536,1.0,5.291502622129181
1222,3511,1.4142135623730951,4.69041575982343
1222,3151,1.0,5.477225575051661
1222,3161,0.0,5.291502622129181
1222,3162,0.0,5.291502622129181
1222,3163,0.0,5.291502622129181
1222,3164,0.0,5.477225575051661
1222,3165,0.0,5.656854249492381
1222,3166,0.0,5.291502622129181
1222,3181,1.4142135623730951,4.69041575982343
1222,3191,1.0,4.47213595499958
1222,3192,1.0,4.898979485566356
1222,3111,1.0,4.898979485566356
1222,3112,1.0,5.291502622129181
1222,3171,0.0,5.291502622129181
1222,3172,0.0,5.656854249492381
1222,3101,1.0,4.898979485566356
1222,3102,1.0,4.898979485566356
1222,3103,1.0,4.898979485566356
1222,3104,1.0,5.0990195135927845
1222,3105,1.0,5.291502622129181
1222,3106,1.0,4.898979485566356
1222,3021,1.4142135623730951,5.0990195135927845
1222,3061,1.4142135623730951,5.0990195135927845
1222,3081,1.0,5.477225575051661
1222,3091,1.4142135623730951,5.0990195135927845
1222,3011,1.4142135623730951,4.69041575982343
1222,3071,1.0,5.0990195135927845
1222,3001,1.7320508075688772,4.69041575982343
1222,4221,0.0,4.898979485566356
1222,4222,0.0,5.291502622129181
1222,4231,0.0,5.291502622129181
1222,4232,0.0,5.291502622129181
1222,4281,1.7320508075688772,5.0990195135927845
1222,4291,1.7320508075688772,5.477225575051661
1222,4211,1.0,5.0990195135927845
1222,4271,2.0,5.0990195135927845
1222,4201,1.0,5.656854249492381
1222,4202,1.0,5.656854249492381
1222,4451,1.7320508075688772,5.0990195135927845
1222,4461,1.4142135623730951,4.898979485566356
1222,4462,1.4142135623730951,5.291502622129181
1222,4481,1.4142135623730951,4.69041575982343
1222,4491,1.0,4.47213595499958
1222,4492,1.0,4.898979485566356
1222,4411,1.0,4.898979485566356
1222,4412,1.0,5.291502622129181
1222,4471,1.4142135623730951,5.291502622129181
1222,4472,1.4142135623730951,5.477225575051661
1222,4473,1.4142135623730951,5.291502622129181
1222,4474,1.4142135623730951,5.291502622129181
1222,4475,1.4142135623730951,5.291502622129181
1222,4476,1.4142135623730951,5.656854249492381
1222,4401,1.0,4.898979485566356
1222,4402,1.0,4.898979485566356
1222,4321,1.4142135623730951,5.0990195135927845
1222,4361,1.7320508075688772,5.477225575051661
1222,4381,1.4142135623730951,5.291502622129181
1222,4382,1.4142135623730951,5.656854249492381
1222,4391,1.4142135623730951,5.0990195135927845
1222,4311,1.4142135623730951,4.69041575982343
1222,4371,1.4142135623730951,5.291502622129181
1222,4372,1.4142135623730951,5.291502622129181
1222,4301,1.7320508075688772,4.69041575982343
1222,4501,1.0,4.898979485566356
1222,4502,1.0,5.0990195135927845
1222,4503,1.0,4.898979485566356
1222,4504,1.0,4.898979485566356
1222,4505,1.0,4.898979485566356
1222,4506,1.0,5.291502622129181
1222,4121,1.0,5.477225575051661
1222,4141,0.0,5.291502622129181
1222,4142,0.0,5.656854249492381
1222,4131,0.0,5.291502622129181
1222,4132,0.0,5.291502622129181
1222,4133,0.0,5.291502622129181
1222,4134,0.0,5.477225575051661
1222,4135,0.0,5.656854249492381
1222,4136,0.0,5.291502622129181
1222,4181,1.4142135623730951,5.477225575051661
1222,4191,1.0,5.291502622129181
1222,4192,1.0,5.656854249492381
1222,4111,1.0,5.656854249492381
1222,4112,1.0,6.0
1222,4101,1.0,5.656854249492381
1222,4102,1.0,5.656854249492381
1222,4103,1.0,5.656854249492381
1222,4104,1.0,5.830951894845301
1222,4105,1.0,6.0
1222,4106,1.0,5.656854249492381
1222,4021,1.4142135623730951,5.830951894845301
1222,4041,1.0,5.0990195135927845
1222,4031,1.4142135623730951,5.0990195135927845
1222,4051,1.0,5.477225575051661
1222,4091,1.4142135623730951,5.830951894845301
1222,4011,1.4142135623730951,5.477225575051661
1222,4001,1.7320508075688772,5.477225575051661
1223,1221,0.0,1.4142135623730951
1223,1222,0.0,2.0
1223,1223,0.0,0.0
1223,1224,0.0,2.0
1223,1225,0.0,2.0
1223,1226,0.0,2.8284271247461903
1223,1231,0.0,2.0
1223,1232,0.0,2.8284271247461903
1223,1281,1.7320508075688772,3.7416573867739413
1223,1291,1.7320508075688772,3.7416573867739413
1223,1211,1.0,2.449489742783178
1223,1271,2.0,3.1622776601683795
1223,1201,1.0,2.8284271247461903
1223,1202,1.0,3.4641016151377544
1223,1451,1.7320508075688772,3.7416573867739413
1223,1461,1.4142135623730951,3.4641016151377544
1223,1462,1.4142135623730951,4.0
1223,1481,1.4142135623730951,3.1622776601683795
1223,1491,1.0,2.8284271247461903
1223,1492,1.0,3.4641016151377544
1223,1411,1.0,2.8284271247461903
1223,1412,1.0,3.4641016151377544
1223,1471,1.4142135623730951,3.4641016151377544
1223,1472,1.4142135623730951,4.0
1223,1401,1.0,3.4641016151377544
1223,1402,1.0,2.8284271247461903
1223,1321,1.4142135623730951,3.1622776601683795
1223,1361,1.7320508075688772,3.7416573867739413
1223,1381,1.4142135623730951,3.4641016151377544
1223,1382,1.4142135623730951,4.0
1223,1391,1.4142135623730951,3.1622776601683795
1223,1311,1.4142135623730951,3.1622776601683795
1223,1371,1.4142135623730951,4.0
1223,1372,1.4142135623730951,3.4641016151377544
1223,1301,1.7320508075688772,2.449489742783178
1223,1501,1.0,2.8284271247461903
1223,1502,1.0,3.4641016151377544
1223,1121,1.0,2.449489742783178
1223,1141,0.0,2.0
1223,1142,0.0,2.8284271247461903
1223,1131,0.0,2.8284271247461903
1223,1132,0.0,2.0
1223,1181,1.4142135623730951,3.1622776601683795
1223,1191,1.0,2.449489742783178
1223,1192,1.0,2.8284271247461903
1223,1193,1.0,2.0
1223,1194,1.0,2.8284271247461903
1223,1195,1.0,2.8284271247461903
1223,1196,1.0,3.4641016151377544
1223,1111,1.0,2.8284271247461903
1223,1112,1.0,3.4641016151377544
1223,1101,1.0,3.4641016151377544
1223,1102,1.0,2.8284271247461903
1223,1021,1.4142135623730951,3.1622776601683795
1223,1041,1.0,2.449489742783178
1223,1031,1.4142135623730951,1.4142135623730951
1223,1051,1.0,2.449489742783178
1223,1091,1.4142135623730951,3.1622776601683795
1223,1011,1.4142135623730951,3.1622776601683795
1223,1001,1.7320508075688772,2.449489742783178
1223,2241,1.0,4.69041575982343
1223,2251,0.0,4.242640687119285
1223,2252,0.0,4.47213595499958
1223,2253,0.0,4.0
1223,2254,0.0,4.47213595499958
1223,2255,0.0,4.47213595499958
1223,2256,0.0,4.898979485566356
1223,2261,0.0,4.47213595499958
1223,2262,0.0,4.898979485566356
1223,2281,1.7320508075688772,4.69041575982343
1223,2291,1.7320508075688772,4.69041575982343
1223,2271,2.0,4.242640687119285
1223,2201,1.0,4.0
1223,2202,1.0,4.47213595499958
1223,2421,1.4142135623730951,5.0990195135927845
1223,2441,1.0,4.898979485566356
1223,2442,1.0,5.291502622129181
1223,2431,1.0,5.291502622129181
1223,2432,1.0,4.898979485566356
1223,2451,1.7320508075688772,4.69041575982343
1223,2461,1.4142135623730951,4.47213595499958
1223,2462,1.4142135623730951,4.898979485566356
1223,2471,1.4142135623730951,4.47213595499958
1223,2472,1.4142135623730951,4.898979485566356
1223,2341,1.4142135623730951,5.0990195135927845
1223,2331,1.7320508075688772,4.69041575982343
1223,2351,1.4142135623730951,5.0990195135927845
1223,2361,1.7320508075688772,4.69041575982343
1223,2381,1.4142135623730951,4.47213595499958
1223,2382,1.4142135623730951,4.898979485566356
1223,2371,1.4142135623730951,4.898979485566356
1223,2372,1.4142135623730951,4.47213595499958
1223,2521,1.0,4.898979485566356
1223,2522,1.0,5.291502622129181
1223,2531,1.0,4.898979485566356
1223,2532,1.0,5.291502622129181
1223,2511,1.4142135623730951,5.0990195135927845
1223,2151,1.0,4.69041575982343
1223,2161,0.0,4.898979485566356
1223,2162,0.0,4.47213595499958
1223,2181,1.4142135623730951,4.242640687119285
1223,2191,1.0,3.7416573867739413
1223,2192,1.0,4.0
1223,2193,1.0,3.4641016151377544
1223,2194,1.0,4.0
1223,2195,1.0,4.0
1223,2196,1.0,4.47213595499958
1223,2111,1.0,4.0
1223,2112,1.0,4.47213595499958
1223,2171,0.0,4.47213595499958
1223,2172,0.0,4.898979485566356
1223,2101,1.0,4.47213595499958
1223,2102,1.0,4.0
1223,2021,1.4142135623730951,4.242640687119285
1223,2061,1.4142135623730951,4.242640687119285
1223,2081,1.0,4.69041575982343
1223,2091,1.4142135623730951,4.242640687119285
1223,2011,1.4142135623730951,4.242640687119285
1223,2071,1.0,4.69041575982343
1223,2001,1.7320508075688772,3.7416573867739413
1223,3241,1.0,5.477225575051661
1223,3251,0.0,5.291502622129181
1223,3252,0.0,5.656854249492381
1223,3261,0.0,5.291502622129181
1223,3262,0.0,5.656854249492381
1223,3281,1.7320508075688772,4.69041575982343
1223,3291,1.7320508075688772,4.69041575982343
1223,3271,2.0,4.242640687119285
1223,3201,1.0,4.898979485566356
1223,3202,1.0,5.291502622129181
1223,3421,1.4142135623730951,5.0990195135927845
1223,3441,1.0,4.898979485566356
1223,3442,1.0,5.291502622129181
1223,3431,1.0,5.291502622129181
1223,3432,1.0,4.898979485566356
1223,3451,1.7320508075688772,4.69041575982343
1223,3461,1.4142135623730951,4.47213595499958
1223,3462,1.4142135623730951,4.898979485566356
1223,3471,1.4142135623730951,4.47213595499958
1223,3472,1.4142135623730951,4.69041575982343
1223,3473,1.4142135623730951,4.47213595499958
1223,3474,1.4142135623730951,4.898979485566356
1223,3475,1.4142135623730951,4.898979485566356
1223,3476,1.4142135623730951,4.898979485566356
1223,3341,1.4142135623730951,5.0990195135927845
1223,3331,1.7320508075688772,4.69041575982343
1223,3351,1.4142135623730951,5.0990195135927845
1223,3361,1.7320508075688772,4.69041575982343
1223,3381,1.4142135623730951,4.47213595499958
1223,3382,1.4142135623730951,4.898979485566356
1223,3371,1.4142135623730951,4.898979485566356
1223,3372,1.4142135623730951,4.47213595499958
1223,3521,1.0,4.898979485566356
1223,3522,1.0,5.291502622129181
1223,3531,1.0,4.898979485566356
1223,3532,1.0,5.0990195135927845
1223,3533,1.0,4.898979485566356
1223,3534,1.0,5.291502622129181
1223,3535,1.0,5.291502622129181
1223,3536,1.0,5.291502622129181
1223,3511,1.4142135623730951,5.0990195135927845
1223,3151,1.0,5.477225575051661
1223,3161,0.0,5.656854249492381
1223,3162,0.0,5.291502622129181
1223,3163,0.0,5.291502622129181
1223,3164,0.0,5.477225575051661
1223,3165,0.0,5.656854249492381
1223,3166,0.0,5.656854249492381
1223,3181,1.4142135623730951,5.0990195135927845
1223,3191,1.0,4.898979485566356
1223,3192,1.0,5.291502622129181
1223,3111,1.0,4.898979485566356
1223,3112,1.0,5.291502622129181
1223,3171,0.0,5.291502622129181
1223,3172,0.0,5.656854249492381
1223,3101,1.0,5.291502622129181
1223,3102,1.0,4.898979485566356
1223,3103,1.0,4.898979485566356
1223,3104,1.0,5.0990195135927845
1223,3105,1.0,5.291502622129181
1223,3106,1.0,5.291502622129181
1223,3021,1.4142135623730951,5.0990195135927845
1223,3061,1.4142135623730951,5.0990195135927845
1223,3081,1.0,5.477225575051661
1223,3091,1.4142135623730951,5.0990195135927845
1223,3011,1.4142135623730951,5.0990195135927845
1223,3071,1.0,5.477225575051661
1223,3001,1.7320508075688772,4.69041575982343
1223,4221,0.0,5.291502622129181
